timestep,r_perf,r_cost,r_energy,latency,replicas,avg_cpu_percent,ram_usage,num_requests,total_cpu_m,total_ram_mi,success_ratio,pod_power,hpa_target,masterk8s2_cpu,masterk8s2_mem,worker2_cpu,worker2_mem,worker21_cpu,worker21_mem,worker22_cpu,worker22_mem
26,1.0,-2.3500001,-1.8281101,0.0162,47.0,30.204256,0.0,13.0,3549.0,988.0,1.0,247.717,90.0,47,10,<unknown>,<unknown>,23,5,23,5
27,1.0,-2.3500001,-1.8121191,0.0134,47.0,35.97447,0.0,5.0,4227.0,989.0,1.0,245.83006,90.0,3,9,<unknown>,<unknown>,26,5,27,5
28,1.0,-2.3500001,-1.8311616,0.0135,47.0,35.87234,0.0,5.0,4215.0,989.0,1.0,248.07707,90.0,3,9,<unknown>,<unknown>,26,5,27,5
29,1.0,-2.3500001,-1.6988344,0.0131,47.0,30.451063,0.0,4.0,3578.0,989.0,1.0,232.46246,90.0,2,9,<unknown>,<unknown>,22,5,23,5
30,1.0,-2.3500001,-1.5169356,0.0124,47.0,24.774467,0.0,3.0,2911.0,988.0,1.0,210.9984,70.0,1,9,<unknown>,<unknown>,18,5,18,5
31,1.0,-3.25,-1.6189014,0.0179,65.0,15.567742,0.0,19.0,2413.0,1289.0,1.0,223.03036,30.0,79,9,<unknown>,<unknown>,13,6,15,5
32,1.0,-3.25,-1.2287451,0.0121,65.0,12.606452,0.0,2.0,1954.0,1289.0,1.0,176.99193,10.0,1,9,<unknown>,<unknown>,13,6,12,5
33,1.0,-3.25,-1.8448215,0.0134,65.0,27.554838,0.0,5.0,4271.0,1289.0,1.0,249.68893,70.0,3,9,<unknown>,<unknown>,26,6,27,5
34,1.0,-3.25,-1.5264537,0.0124,65.0,18.625807,0.0,3.0,2887.0,1288.0,1.0,212.12154,70.0,1,9,<unknown>,<unknown>,18,6,18,5
35,1.0,-3.25,-1.7021073,0.0129,65.0,23.380646,0.0,4.0,3624.0,1289.0,1.0,232.84866,90.0,2,9,<unknown>,<unknown>,24,6,23,5
36,1.0,-2.5,-1.8982927,0.015,50.0,28.808,0.0,10.0,3601.0,1049.0,1.0,255.99854,90.0,36,9,<unknown>,<unknown>,20,6,21,5
37,1.0,-2.5,-1.9792491,0.0141,50.0,44.816,0.0,7.0,5602.0,1050.0,1.0,265.5514,50.0,4,9,<unknown>,<unknown>,36,6,35,5
38,1.0,-2.5,-1.2318633,0.012,50.0,15.52,0.0,2.0,1940.0,1049.0,1.0,177.35986,10.0,1,9,<unknown>,<unknown>,12,6,12,5
39,1.0,-3.55,-1.5998064,0.0178,71.0,11.206451,0.0,20.0,1737.0,1290.0,1.0,220.77716,30.0,83,9,<unknown>,<unknown>,13,6,10,5
40,-0.27,-3.55,-1.2774796,0.0254,71.0,9.832258,0.0,64.0,1524.0,1303.0,1.0,182.7426,90.0,90,9,<unknown>,<unknown>,6,6,7,5
41,1.0,-3.55,-1.6404378,0.0165,71.0,16.832258,0.0,18.0,2609.0,1304.0,1.0,225.57167,70.0,82,9,<unknown>,<unknown>,9,6,10,5
42,-0.26500002,-3.55,-1.4111006,0.0253,71.0,18.432259,0.0,99.0,2857.0,1303.0,1.0,198.50987,30.0,89,9,<unknown>,<unknown>,9,6,9,5
43,-0.26500002,-3.55,-1.3692023,0.0253,71.0,24.193548,0.0,127.0,3750.0,1303.0,1.0,193.56587,10.0,81,9,<unknown>,<unknown>,7,6,17,5
44,-0.27,-3.55,-1.2834141,0.0254,71.0,29.851612,0.0,139.0,4627.0,1303.0,1.0,183.44287,50.0,77,9,<unknown>,<unknown>,14,6,24,5
45,-0.25500003,-3.55,-1.4309118,0.0251,71.0,32.341934,0.0,130.0,5013.0,1303.0,1.0,200.8476,70.0,75,9,<unknown>,<unknown>,31,6,25,5
46,-0.27,-2.5,-1.4119492,0.0254,50.0,32.20645,0.0,133.0,4992.0,1303.0,1.0,198.61,30.0,73,10,<unknown>,<unknown>,36,6,26,5
47,-0.34,-2.3,-1.4863547,0.0268,46.0,38.624,0.0,123.0,4828.0,1051.0,1.0,207.38986,10.0,69,10,<unknown>,<unknown>,29,6,30,5
48,-0.37500003,-2.0,-1.596348,0.0275,40.0,42.713043,0.0,127.0,4912.0,968.0,1.0,220.36906,70.0,68,9,<unknown>,<unknown>,32,5,32,5
49,-0.42500004,-2.0,-1.5689214,0.0285,40.0,48.61,0.0,132.0,4861.0,842.0,1.0,217.13274,90.0,69,9,<unknown>,<unknown>,31,5,30,4
50,-0.43000004,-2.0,-1.6428633,0.0286,40.0,47.53,0.0,130.0,4753.0,841.0,1.0,225.85786,90.0,66,10,<unknown>,<unknown>,32,5,31,4
51,-0.43000004,-2.0,-1.5799017,0.0286,40.0,47.54,0.0,146.0,4754.0,841.0,1.0,218.4284,90.0,66,10,<unknown>,<unknown>,32,5,33,4
52,-0.43000004,-2.0,-1.6456983,0.0286,40.0,45.59,0.0,141.0,4559.0,842.0,1.0,226.1924,30.0,71,9,<unknown>,<unknown>,31,5,23,4
53,-0.44,-2.0,-1.6140527,0.0288,40.0,42.96,0.0,131.0,4296.0,842.0,1.0,222.4582,90.0,68,9,<unknown>,<unknown>,29,5,26,4
54,-0.43000004,-2.0,-1.5567124,0.0286,40.0,41.92,0.0,131.0,4192.0,842.0,1.0,215.69206,30.0,70,9,<unknown>,<unknown>,30,5,33,4
55,-0.42500004,-2.0,-1.5208678,0.0285,40.0,41.31,0.0,132.0,4131.0,844.0,1.0,211.4624,70.0,71,9,<unknown>,<unknown>,30,5,23,4
56,-0.435,-2.0,-1.4335401,0.0287,40.0,39.56,0.0,147.0,3956.0,841.0,1.0,201.15773,90.0,69,9,<unknown>,<unknown>,27,5,24,4
57,-0.42000005,-2.0,-1.4255141,0.0284,40.0,36.19,0.0,166.0,3619.0,842.0,1.0,200.21066,70.0,69,9,<unknown>,<unknown>,27,5,33,4
58,-0.42000005,-2.0,-1.3641027,0.0284,40.0,34.75,0.0,141.0,3475.0,843.0,1.0,192.96413,50.0,73,9,<unknown>,<unknown>,27,5,25,4
59,-0.42500004,-2.0,-1.2998401,0.0285,40.0,33.14,0.0,159.0,3314.0,844.0,1.0,185.38113,70.0,68,9,<unknown>,<unknown>,27,5,27,4
60,-0.445,-2.0,-1.3161271,0.0289,40.0,44.28,0.0,160.0,4428.0,842.0,1.0,187.303,10.0,75,9,<unknown>,<unknown>,36,5,27,4
61,-0.43000004,-2.0,-1.2645677,0.0286,40.0,42.13,0.0,164.0,4213.0,842.0,1.0,181.219,30.0,68,9,<unknown>,<unknown>,27,5,26,4
62,-0.485,-1.8000001,-1.2993585,0.0297,36.0,48.855556,0.0,138.0,4397.0,759.0,1.0,185.3243,50.0,67,9,<unknown>,<unknown>,24,5,29,4
63,-0.5,-1.8000001,-1.2896242,0.03,36.0,47.822224,0.0,150.0,4304.0,761.0,1.0,184.17566,10.0,74,9,<unknown>,<unknown>,35,5,29,4
64,-0.48000002,-1.8000001,-1.3250588,0.0296,36.0,47.155556,0.0,138.0,4244.0,759.0,1.0,188.35693,10.0,67,9,<unknown>,<unknown>,28,5,27,4
65,-0.48000002,-1.8000001,-1.2854842,0.0296,36.0,46.833332,0.0,145.0,4215.0,761.0,1.0,183.68713,90.0,69,9,<unknown>,<unknown>,22,5,29,4
66,-0.49,-1.8000001,-1.3445938,0.0298,36.0,45.72222,0.0,131.0,4115.0,760.0,1.0,190.66206,30.0,69,9,<unknown>,<unknown>,32,5,28,4
67,-0.485,-1.8000001,-1.3210921,0.0297,36.0,41.555557,0.0,128.0,3740.0,760.0,1.0,187.88887,90.0,69,9,<unknown>,<unknown>,29,5,26,4
68,-0.47500005,-1.8000001,-1.3319825,0.0295,36.0,40.133335,0.0,149.0,3612.0,761.0,1.0,189.17393,10.0,72,9,<unknown>,<unknown>,22,5,26,4
69,-0.485,-1.8000001,-1.3242232,0.0297,36.0,38.755554,0.0,128.0,3488.0,762.0,1.0,188.25833,30.0,74,9,<unknown>,<unknown>,30,5,26,4
70,-0.485,-1.8000001,-1.3508209,0.0297,36.0,35.944443,0.0,130.0,3235.0,763.0,1.0,191.39687,90.0,74,9,<unknown>,<unknown>,29,5,24,4
71,-0.47000006,-1.8000001,-1.3290328,0.0294,36.0,34.077778,0.0,126.0,3067.0,764.0,1.0,188.82587,70.0,76,9,<unknown>,<unknown>,22,5,21,4
72,-0.47000006,-1.8000001,-1.3474689,0.0294,36.0,29.844444,0.0,123.0,2686.0,765.0,1.0,191.00133,70.0,77,9,<unknown>,<unknown>,25,5,22,4
73,-0.48000002,-1.8000001,-1.366704,0.0296,36.0,28.944445,0.0,123.0,2605.0,770.0,1.0,193.27107,30.0,78,9,<unknown>,<unknown>,27,5,21,4
74,-0.48000002,-1.8000001,-1.3569238,0.0296,36.0,27.144444,0.0,125.0,2443.0,765.0,1.0,192.117,10.0,81,9,<unknown>,<unknown>,18,5,16,4
75,-0.485,-1.8000001,-1.3113565,0.0297,36.0,26.055555,0.0,133.0,2345.0,764.0,1.0,186.74007,10.0,83,9,<unknown>,<unknown>,18,5,18,4
76,-0.485,-1.8000001,-1.3531181,0.0297,36.0,21.422222,0.0,135.0,1928.0,767.0,1.0,191.66794,30.0,82,9,<unknown>,<unknown>,20,5,18,4
77,-0.495,-1.8000001,-1.3501593,0.0299,36.0,23.88889,0.0,136.0,2150.0,764.0,1.0,191.3188,70.0,85,9,<unknown>,<unknown>,11,5,13,4
78,-0.485,-1.8000001,-1.343505,0.0297,36.0,22.033333,0.0,131.0,1983.0,765.0,1.0,190.5336,50.0,86,9,<unknown>,<unknown>,11,5,14,4
79,-0.485,-1.8000001,-1.3592029,0.0297,36.0,22.833334,0.0,140.0,2055.0,768.0,1.0,192.38594,90.0,86,9,<unknown>,<unknown>,12,5,14,4
80,-0.495,-1.8000001,-1.3762119,0.0299,36.0,23.977777,0.0,123.0,2158.0,768.0,1.0,194.393,10.0,86,9,<unknown>,<unknown>,12,5,10,4
81,-0.48000002,-1.8000001,-1.34107,0.0296,36.0,25.5,0.0,83.0,2295.0,769.0,1.0,190.24626,30.0,84,9,<unknown>,<unknown>,14,5,11,4
82,-0.48000002,-1.8000001,-1.3261136,0.0296,36.0,29.4,0.0,59.0,2646.0,771.0,1.0,188.4814,70.0,84,9,<unknown>,<unknown>,13,5,11,4
83,-0.495,-1.8000001,-1.3489317,0.0299,36.0,30.744444,0.0,135.0,2767.0,773.0,1.0,191.17393,30.0,84,9,<unknown>,<unknown>,16,5,12,4
84,-0.48000002,-1.8000001,-1.2938831,0.0296,36.0,31.233334,0.0,128.0,2811.0,774.0,1.0,184.6782,30.0,81,9,<unknown>,<unknown>,17,5,14,4
85,-0.485,-1.8000001,-1.3546728,0.0297,36.0,35.133335,0.0,128.0,3162.0,776.0,1.0,191.8514,70.0,80,9,<unknown>,<unknown>,18,5,17,4
86,-0.485,-1.8000001,-1.3072842,0.0297,36.0,37.5,0.0,140.0,3375.0,775.0,1.0,186.25954,90.0,79,9,<unknown>,<unknown>,20,5,22,4
87,-0.47000006,-1.8000001,-1.3473414,0.0294,36.0,42.788887,0.0,125.0,3851.0,775.0,1.0,190.98628,10.0,76,9,<unknown>,<unknown>,22,5,29,4
88,-0.49,-1.8000001,-1.3126491,0.0298,36.0,43.266666,0.0,133.0,3894.0,775.0,1.0,186.8926,90.0,77,9,<unknown>,<unknown>,22,5,23,4
89,-0.48000002,-1.8000001,-1.3849696,0.0296,36.0,44.333332,0.0,128.0,3990.0,777.0,1.0,195.4264,10.0,76,9,<unknown>,<unknown>,23,5,25,4
90,-0.47500005,-1.8000001,-1.3495638,0.0295,36.0,45.52222,0.0,138.0,4097.0,777.0,1.0,191.24854,10.0,73,9,<unknown>,<unknown>,26,5,33,4
91,-0.48000002,-1.8000001,-1.3880322,0.0296,36.0,48.266666,0.0,155.0,4344.0,776.0,1.0,195.7878,70.0,73,9,<unknown>,<unknown>,26,5,24,4
92,-0.49,-1.8000001,-1.4508841,0.0298,36.0,47.18889,0.0,207.0,4247.0,777.0,1.0,203.20433,90.0,72,9,<unknown>,<unknown>,26,5,25,4
93,-0.485,-1.8000001,-1.4751475,0.0297,36.0,46.511112,0.0,255.0,4186.0,779.0,1.0,206.0674,10.0,70,9,<unknown>,<unknown>,28,5,33,4
94,-0.48000002,-1.8000001,-1.4917446,0.0296,36.0,33.211113,0.0,262.0,2989.0,777.0,1.0,208.02586,90.0,88,9,<unknown>,<unknown>,10,5,16,4
95,-0.48000002,-1.8000001,-1.5731711,0.0296,36.0,36.011112,0.0,207.0,3241.0,777.0,1.0,217.6342,90.0,83,9,<unknown>,<unknown>,14,5,18,4
96,-0.49,-1.8000001,-1.5416152,0.0298,36.0,36.266666,0.0,142.0,3264.0,777.0,1.0,213.9106,10.0,76,9,<unknown>,<unknown>,21,5,18,4
97,-0.505,-1.8000001,-1.6264497,0.0301,36.0,40.22222,0.0,65.0,3620.0,776.0,1.0,223.92107,10.0,80,9,<unknown>,<unknown>,19,5,20,4
98,1.0,-2.2,-1.8618107,0.0195,44.0,54.377777,0.0,20.0,4894.0,778.0,1.0,251.69366,30.0,50,9,<unknown>,<unknown>,34,5,30,5
99,1.0,-2.2,-1.8854978,0.0186,44.0,48.036366,0.0,21.0,5284.0,940.0,1.0,254.48874,90.0,48,9,<unknown>,<unknown>,39,5,31,5
100,-0.37500003,-2.2,-1.5551695,0.0275,44.0,38.29091,0.0,65.0,4212.0,945.0,1.0,215.51,50.0,77,10,<unknown>,<unknown>,24,5,25,5
101,-0.37500003,-2.2,-1.5257022,0.0275,44.0,37.654545,0.0,54.0,4142.0,948.0,1.0,212.03287,30.0,74,10,<unknown>,<unknown>,21,5,27,5
102,-0.37500003,-2.2,-1.508792,0.0275,44.0,37.227272,0.0,103.0,4095.0,948.0,1.0,210.03746,50.0,68,9,<unknown>,<unknown>,30,5,27,5
103,-0.38500002,-2.2,-1.5444643,0.0277,44.0,37.545456,0.0,114.0,4130.0,946.0,1.0,214.2468,10.0,78,9,<unknown>,<unknown>,28,5,25,5
104,-0.38000003,-1.7,-1.4238311,0.0276,34.0,38.090908,0.0,118.0,4190.0,950.0,1.0,200.01207,70.0,75,9,<unknown>,<unknown>,22,5,26,5
105,-0.535,-1.7,-1.5102252,0.0307,34.0,49.08235,0.0,109.0,4172.0,740.0,1.0,210.20657,30.0,63,9,<unknown>,<unknown>,29,5,29,4
106,1.0,-2.2,-1.7018492,0.0184,44.0,64.858826,0.0,16.0,5513.0,741.0,1.0,232.8182,70.0,43,9,<unknown>,<unknown>,34,5,38,4
107,-0.37500003,-2.2,-1.3057554,0.0275,44.0,35.545456,0.0,121.0,3910.0,948.0,1.0,186.07913,10.0,76,9,<unknown>,<unknown>,21,5,26,5
108,-0.37000003,-2.2,-1.2673548,0.0274,44.0,34.672726,0.0,84.0,3814.0,949.0,1.0,181.54787,10.0,67,9,<unknown>,<unknown>,23,5,26,5
109,-0.37000003,-2.2,-1.373152,0.0274,44.0,34.327274,0.0,82.0,3776.0,950.0,1.0,194.03194,50.0,77,9,<unknown>,<unknown>,31,5,23,5
110,1.0,-2.2,-1.7894769,0.0145,44.0,47.045456,0.0,8.0,5175.0,950.0,1.0,243.15826,30.0,5,9,<unknown>,<unknown>,34,5,35,5
111,1.0,-2.45,-1.5279051,0.0186,49.0,31.951021,0.0,22.0,3914.0,1050.0,1.0,212.2928,90.0,55,9,<unknown>,<unknown>,27,5,29,5
112,1.0,-2.45,-1.7113147,0.0159,49.0,33.92653,0.0,13.0,4156.0,1051.0,1.0,233.93513,70.0,48,9,<unknown>,<unknown>,26,5,28,5
113,1.0,-2.45,-1.5722362,0.0179,49.0,28.334694,0.0,20.0,3471.0,1053.0,1.0,217.52386,10.0,68,9,<unknown>,<unknown>,21,5,24,5
114,-0.35000005,-2.45,-1.3497717,0.027,49.0,21.469387,0.0,70.0,2630.0,1054.0,1.0,191.27307,50.0,76,9,<unknown>,<unknown>,17,5,18,5
115,-0.045000017,-2.45,-1.4645683,0.0209,49.0,24.8,0.0,30.0,3038.0,1055.0,1.0,204.81906,50.0,75,9,<unknown>,<unknown>,20,6,21,5
116,-0.19500005,-2.15,-1.377161,0.0239,43.0,26.27907,0.0,39.0,2825.0,928.0,1.0,194.505,90.0,80,9,<unknown>,<unknown>,19,6,16,5
117,-0.40500006,-2.1000001,-1.3588107,0.0281,42.0,26.285715,0.0,74.0,2760.0,907.0,1.0,192.33966,50.0,75,9,<unknown>,<unknown>,16,5,17,4
118,-0.44,-1.8000001,-1.3743893,0.0288,36.0,29.877777,0.0,59.0,2689.0,782.0,1.0,194.17793,10.0,78,9,<unknown>,<unknown>,17,5,18,4
119,-0.485,-1.8000001,-1.3902367,0.0297,36.0,32.133335,0.0,136.0,2892.0,782.0,1.0,196.04793,10.0,81,9,<unknown>,<unknown>,16,5,16,4
120,-0.51000005,-1.8000001,-1.432309,0.0302,36.0,33.877777,0.0,109.0,3049.0,784.0,1.0,201.01247,10.0,74,9,<unknown>,<unknown>,17,5,19,4
121,-0.52000004,-1.8000001,-1.4427503,0.0304,36.0,34.22222,0.0,56.0,3080.0,784.0,1.0,202.24454,70.0,79,9,<unknown>,<unknown>,19,5,13,4
122,-0.485,-1.8000001,-1.4571452,0.0297,36.0,32.511112,0.0,74.0,2926.0,783.0,1.0,203.94313,70.0,84,9,<unknown>,<unknown>,19,5,16,4
123,-0.49,-1.8000001,-1.4722238,0.0298,36.0,38.011112,0.0,57.0,3421.0,784.0,1.0,205.7224,30.0,77,9,<unknown>,<unknown>,19,5,25,4
124,-0.5,-1.8000001,-1.4755429,0.03,36.0,41.0,0.0,99.0,3690.0,787.0,1.0,206.11406,70.0,74,9,<unknown>,<unknown>,21,5,23,4
125,-0.49,-1.8000001,-1.513483,0.0298,36.0,42.3,0.0,59.0,3807.0,786.0,1.0,210.591,70.0,73,9,<unknown>,<unknown>,21,5,20,4
126,-0.485,-1.8000001,-1.484039,0.0297,36.0,43.7,0.0,59.0,3933.0,788.0,1.0,207.1166,30.0,73,9,<unknown>,<unknown>,22,5,30,4
127,-0.33,-1.8000001,-1.608553,0.0266,36.0,46.922222,0.0,40.0,4223.0,787.0,1.0,221.80927,10.0,69,9,<unknown>,<unknown>,25,5,30,4
128,-0.48000002,-1.8000001,-1.4920553,0.0296,36.0,45.566666,0.0,52.0,4101.0,785.0,1.0,208.06253,90.0,71,9,<unknown>,<unknown>,24,5,23,4
129,-0.485,-1.8000001,-1.5284276,0.0297,36.0,33.966667,0.0,77.0,3057.0,789.0,1.0,212.35446,30.0,84,9,<unknown>,<unknown>,14,5,19,4
130,-0.495,-1.8000001,-1.533948,0.0299,36.0,36.966667,0.0,82.0,3327.0,786.0,1.0,213.00586,10.0,80,9,<unknown>,<unknown>,20,5,19,4
131,-0.495,-1.8000001,-1.5013248,0.0299,36.0,38.7,0.0,61.0,3483.0,785.0,1.0,209.15633,30.0,74,9,<unknown>,<unknown>,13,5,21,4
132,-0.47500005,-1.8000001,-1.5531988,0.0295,36.0,37.455555,0.0,49.0,3371.0,787.0,1.0,215.27747,50.0,82,9,<unknown>,<unknown>,14,5,21,4
133,-0.495,-1.8000001,-1.4834498,0.0299,36.0,39.577778,0.0,103.0,3562.0,787.0,1.0,207.04707,90.0,77,9,<unknown>,<unknown>,22,5,21,4
134,-0.495,-1.8000001,-1.5618559,0.0299,36.0,42.255554,0.0,75.0,3803.0,788.0,1.0,216.299,70.0,69,9,<unknown>,<unknown>,18,5,23,4
135,-0.51000005,-1.8000001,-1.4999537,0.0302,36.0,41.955555,0.0,100.0,3776.0,788.0,1.0,208.99454,10.0,78,9,<unknown>,<unknown>,17,5,23,4
136,-0.495,-1.8000001,-1.5585119,0.0299,36.0,44.52222,0.0,115.0,4007.0,788.0,1.0,215.9044,10.0,72,9,<unknown>,<unknown>,26,5,23,4
137,-0.51000005,-1.6,-1.541943,0.0302,32.0,45.4,0.0,70.0,4086.0,789.0,1.0,213.94926,90.0,66,9,<unknown>,<unknown>,24,5,24,4
138,-0.59000015,-1.6,-1.5780346,0.0318,32.0,52.3,0.0,56.0,4184.0,702.0,1.0,218.20808,30.0,74,9,<unknown>,<unknown>,23,5,24,4
139,-0.58,-1.6,-1.5844401,0.0316,32.0,53.3875,0.0,54.0,4271.0,702.0,1.0,218.96393,90.0,70,9,<unknown>,<unknown>,34,5,24,4
140,-0.58,-1.6,-1.523362,0.0316,32.0,51.2125,0.0,144.0,4097.0,702.0,1.0,211.75671,90.0,64,9,<unknown>,<unknown>,27,5,25,4
141,-0.59000015,-1.6,-1.5683339,0.0318,32.0,51.5375,0.0,66.0,4123.0,703.0,1.0,217.0634,50.0,74,9,<unknown>,<unknown>,23,5,26,4
142,-0.58,-1.6,-1.5232311,0.0316,32.0,50.2375,0.0,139.0,4019.0,701.0,1.0,211.74127,70.0,72,9,<unknown>,<unknown>,27,5,26,4
143,-0.6000001,-1.6,-1.5463452,0.032,32.0,50.975,0.0,135.0,4078.0,702.0,1.0,214.46873,10.0,65,9,<unknown>,<unknown>,25,5,25,4
144,-0.6000001,-1.6,-1.5298396,0.032,32.0,48.875,0.0,120.0,3910.0,703.0,1.0,212.52107,50.0,75,9,<unknown>,<unknown>,27,5,26,4
145,1.0,-2.15,-1.7709157,0.0155,43.0,66.6,0.0,9.0,5328.0,703.0,1.0,240.96806,70.0,9,9,<unknown>,<unknown>,36,5,36,4
146,-0.42500004,-2.15,-1.42857,0.0285,43.0,32.95814,0.0,133.0,3543.0,933.0,1.0,200.57126,30.0,71,9,<unknown>,<unknown>,22,5,22,5
147,-0.41000006,-2.15,-1.4009672,0.0282,43.0,32.548836,0.0,134.0,3499.0,934.0,1.0,197.31413,50.0,79,9,<unknown>,<unknown>,22,5,24,5
148,1.0,-2.15,-1.689496,0.013,43.0,32.781395,0.0,4.0,3524.0,935.0,1.0,231.36053,70.0,2,9,<unknown>,<unknown>,21,5,23,5
149,-0.38000003,-2.5,-1.0840572,0.0276,50.0,18.864,0.0,124.0,2358.0,1078.0,1.0,159.91875,10.0,84,9,<unknown>,<unknown>,15,6,13,5
150,-0.35500005,-2.5,-1.0814762,0.0271,50.0,17.328,0.0,63.0,2166.0,1081.0,1.0,159.6142,90.0,86,9,<unknown>,<unknown>,13,6,14,5
151,-0.35500005,-2.5,-1.1405061,0.0271,50.0,18.648,0.0,142.0,2331.0,1081.0,1.0,166.57973,30.0,89,9,<unknown>,<unknown>,14,6,13,5
152,-0.33,-2.5,-1.3399339,0.0266,50.0,20.184,0.0,48.0,2523.0,1081.0,1.0,190.1122,50.0,84,9,<unknown>,<unknown>,14,6,14,5
153,-0.35500005,-2.5,-1.3846159,0.0271,50.0,23.448,0.0,108.0,2931.0,1081.0,1.0,195.38467,50.0,85,9,<unknown>,<unknown>,13,6,17,5
154,-0.37500003,-2.2,-1.3826711,0.0275,44.0,32.8,0.0,56.0,3608.0,955.0,1.0,195.1552,90.0,88,9,<unknown>,<unknown>,23,6,16,5
155,-0.40500006,-2.2,-1.4095718,0.0281,44.0,39.00909,0.0,83.0,4291.0,955.0,1.0,198.32947,30.0,72,9,<unknown>,<unknown>,23,5,25,5
